commune_label,commune_norm,commune_label_title
BOUC-BEL-AIR,bouc bel air,Bouc-bel-air
BOUCAU,boucau,Boucau
BOUCHEMAINE,bouchemaine,Bouchemaine
BOUCOIRAN-ET-NOZIERES,boucoiran et nozieres,Boucoiran-et-nozieres
BOUCONVILLERS,bouconvillers,Bouconvillers
BOUE,boue,Boue
BOUERE,bouere,Bouere
BOUFFEMONT,bouffemont,Bouffemont
BOUGLON,bouglon,Bouglon
BOUILLAC,bouillac,Bouillac
BOUILLANCOURT-LA-BATAILLE,bouillancourt la bataille,Bouillancourt-la-bataille
BOUJAILLES,boujailles,Boujailles
BOULAINCOURT,boulaincourt,Boulaincourt
BOULANGE,boulange,Boulange
BOULAZAC ISLE MANOIRE,boulazac isle manoire,Boulazac Isle Manoire
BOULETERNERE,bouleternere,Bouleternere
BOULIGNY,bouligny,Bouligny
BOULOGNE-SUR-MER,boulogne sur mer,Boulogne-sur-mer
BOULZICOURT,boulzicourt,Boulzicourt
BOURBON-LANCY,bourbon lancy,Bourbon-lancy
BOURBOURG,bourbourg,Bourbourg
BOURBRIAC,bourbriac,Bourbriac
BOURG-BRUCHE,bourg bruche,Bourg-bruche
BOURG-CHARENTE,bourg charente,Bourg-charente
BOURG-EN-BRESSE,bourg en bresse,Bourg-en-bresse
BOURG-MADAME,bourg madame,Bourg-madame
BOURG-SAINT-ANDEOL,bourg saint andeol,Bourg-saint-andeol
BOURG-SAINT-MAURICE,bourg saint maurice,Bourg-saint-maurice
BOURGANEUF,bourganeuf,Bourganeuf
BOURGES,bourges,Bourges
BOURGNEUF,bourgneuf,Bourgneuf
BOURGOIN-JALLIEU,bourgoin jallieu,Bourgoin-jallieu
BOURGS SUR COLAGNE,bourgs sur colagne,Bourgs Sur Colagne
BOURMONT-ENTRE-MEUSE-ET-MOUZON,bourmont entre meuse et mouzon,Bourmont-entre-meuse-et-mouzon
BOURNEZEAU,bournezeau,Bournezeau
BOURNONCLE-SAINT-PIERRE,bournoncle saint pierre,Bournoncle-saint-pierre
BOURRON-MARLOTTE,bourron marlotte,Bourron-marlotte
BOURS,bours,Bours
BOURSAY,boursay,Boursay
BOURTH,bourth,Bourth
BOURY-EN-VEXIN,boury en vexin,Boury-en-vexin
BOUSSAC,boussac,Boussac
BOUSSAY,boussay,Boussay
BOUSSENS,boussens,Boussens
BOUSSY-SAINT-ANTOINE,boussy saint antoine,Boussy-saint-antoine
BOUTIGNY-SUR-ESSONNE,boutigny sur essonne,Boutigny-sur-essonne
BOUVIGNY-BOYEFFLES,bouvigny boyeffles,Bouvigny-boyeffles
BOUY,bouy,Bouy
BOUZIES,bouzies,Bouzies
BOUZONVILLE,bouzonville,Bouzonville
BOVES,boves,Boves
BOYNES,boynes,Boynes
BRACHES,braches,Braches
BRAINE,braine,Braine
BRAM,bram,Bram
BRANDERION,branderion,Branderion
BRANDONVILLERS,brandonvillers,Brandonvillers
BRASSAC-LES-MINES,brassac les mines,Brassac-les-mines
BRAX,brax,Brax
BRAY-DUNES,bray dunes,Bray-dunes
BRAY-ET-LU,bray et lu,Bray-et-lu
BRAY-SAINT-AIGNAN,bray saint aignan,Bray-saint-aignan
BRAZEY-EN-MORVAN,brazey en morvan,Brazey-en-morvan
BRAZEY-EN-PLAINE,brazey en plaine,Brazey-en-plaine
BREAUTE,breaute,Breaute
BREBIERES,brebieres,Brebieres
BREE,bree,Bree
BREIL-SUR-ROYA,breil sur roya,Breil-sur-roya
BREITENBACH-HAUT-RHIN,breitenbach haut rhin,Breitenbach-haut-rhin
BRENS,brens,Brens
BRENY,breny,Breny
BRESLES,bresles,Bresles
BRESSUIRE,bressuire,Bressuire
BREST,brest,Brest
BRETEUIL,breteuil,Breteuil
BRETIGNY,bretigny,Bretigny
BRETIGNY-SUR-ORGE,bretigny sur orge,Bretigny-sur-orge
BRETONCELLES,bretoncelles,Bretoncelles
BRETTNACH,brettnach,Brettnach
BREUIL-LE-SEC,breuil le sec,Breuil-le-sec
BREUIL-SUR-VESLE,breuil sur vesle,Breuil-sur-vesle
BREUILLET,breuillet,Breuillet
BREUILPONT,breuilpont,Breuilpont
BREUVANNES-EN-BASSIGNY,breuvannes en bassigny,Breuvannes-en-bassigny
BREVAL,breval,Breval
BREVIANDES,breviandes,Breviandes
BREVONNES,brevonnes,Brevonnes
BRIANCON,briancon,Briancon
BRIARE,briare,Briare
BRIAS,brias,Brias
BRIAUCOURT,briaucourt,Briaucourt
BRICON,bricon,Bricon
BRICY,bricy,Bricy
BRIENNE-LE-CHATEAU,brienne le chateau,Brienne-le-chateau
BRIENON-SUR-ARMANCON,brienon sur armancon,Brienon-sur-armancon
BRIEULLES-SUR-MEUSE,brieulles sur meuse,Brieulles-sur-meuse
BRIFFONS,briffons,Briffons
BRIGNAIS,brignais,Brignais
BRIGNOLES,brignoles,Brignoles
BRIMEUX,brimeux,Brimeux
BRINAY,brinay,Brinay
BRIOLLAY,briollay,Briollay
BRION,brion,Brion
BRION-PRES-THOUET,brion pres thouet,Brion-pres-thouet
BRION-SUR-OURCE,brion sur ource,Brion-sur-ource
BRIONNE,brionne,Brionne
BRIOUDE,brioude,Brioude
BRIOUZE,briouze,Briouze
BRISON-SAINT-INNOCENT,brison saint innocent,Brison-saint-innocent
BRIVE-LA-GAILLARDE,brive la gaillarde,Brive-la-gaillarde
BRIVES-CHARENSAC,brives charensac,Brives-charensac
BRIVES-SUR-CHARENTE,brives sur charente,Brives-sur-charente
BROMBOS,brombos,Brombos
BROONS,broons,Broons
BROU,brou,Brou
BROUE,broue,Broue
BROUSSEVAL,brousseval,Brousseval
BROUVELIEURES,brouvelieures,Brouvelieures
BROUVILLER,brouviller,Brouviller
BRUAILLES,bruailles,Bruailles
BRUGES,bruges,Bruges
BRULANGE,brulange,Brulange
BRUMATH,brumath,Brumath
BRUNEMONT,brunemont,Brunemont
BRUNOY,brunoy,Brunoy
BRUNSTATT-DIDENHEIM,brunstatt didenheim,Brunstatt-didenheim
BRUYERES,bruyeres,Bruyeres
BRUYERES-SUR-OISE,bruyeres sur oise,Bruyeres-sur-oise
BRUZ,bruz,Bruz
BRY-SUR-MARNE,bry sur marne,Bry-sur-marne
BUCHERES,bucheres,Bucheres
BUCHY,buchy,Buchy
BUCY-LES-PIERREPONT,bucy les pierrepont,Bucy-les-pierrepont
BUDELIERE,budeliere,Budeliere
BUEIL,bueil,Bueil
BUGEAT,bugeat,Bugeat
BUIRE,buire,Buire
BUIRE-SUR-L'ANCRE,buire sur l'ancre,Buire-sur-l'ancre
BULLIGNY,bulligny,Bulligny
BULLY-LES-MINES,bully les mines,Bully-les-mines
BUNO-BONNEVAUX,buno bonnevaux,Buno-bonnevaux
BURES-EN-BRAY,bures en bray,Bures-en-bray
BURNHAUPT-LE-HAUT,burnhaupt le haut,Burnhaupt-le-haut
BURY,bury,Bury
BUSIGNY,busigny,Busigny
BUSSAC-FORET,bussac foret,Bussac-foret
BUSSAC-SUR-CHARENTE,bussac sur charente,Bussac-sur-charente
BUSSIERE-GALANT,bussiere galant,Bussiere-galant
BUSSY-LETTREE,bussy lettree,Bussy-lettree
BUTHIERS,buthiers,Buthiers
BUTRY-SUR-OISE,butry sur oise,Butry-sur-oise
BUXIERES-SOUS-MONTAIGUT,buxieres sous montaigut,Buxieres-sous-montaigut
BUZANCAIS,buzancais,Buzancais
BUZET-SUR-TARN,buzet sur tarn,Buzet-sur-tarn
BUZY,buzy,Buzy
BUZY-DARMONT,buzy darmont,Buzy-darmont
BYANS-SUR-DOUBS,byans sur doubs,Byans-sur-doubs
CACHAN,cachan,Cachan
CADAUJAC,cadaujac,Cadaujac
CADENET,cadenet,Cadenet
CAEN,caen,Caen
CAFFIERS,caffiers,Caffiers
CAGNES-SUR-MER,cagnes sur mer,Cagnes-sur-mer
CAHON,cahon,Cahon
CAHORS,cahors,Cahors
CAHUZAC-SUR-VERE,cahuzac sur vere,Cahuzac-sur-vere
CAJARC,cajarc,Cajarc
CALAIS,calais,Calais
CALIGNY,caligny,Caligny
CALLAC,callac,Callac
CALONNE-RICOUART,calonne ricouart,Calonne-ricouart
CALUIRE-ET-CUIRE,caluire et cuire,Caluire-et-cuire
CALVI,calvi,Calvi
CALVIGNAC,calvignac,Calvignac
CAMBES,cambes,Cambes
CAMBLAIN-CHATELAIN,camblain chatelain,Camblain-chatelain
CAMBO-LES-BAINS,cambo les bains,Cambo-les-bains
CAMBRAI,cambrai,Cambrai
CAMBRON,cambron,Cambron
CAMETOURS,cametours,Cametours
CAMIERS,camiers,Camiers
CAMORS,camors,Camors
CAMPAGNAN,campagnan,Campagnan
CAMPAGNE-SUR-AUDE,campagne sur aude,Campagne-sur-aude
CAMPBON,campbon,Campbon
CAMPIGNY,campigny,Campigny
CANAPLES,canaples,Canaples
CANDAS,candas,Candas
CANISY,canisy,Canisy
CANLY,canly,Canly
CANNES,cannes,Cannes
CANTAOUS,cantaous,Cantaous
CANTARON,cantaron,Cantaron
CANTIN,cantin,Cantin
CANY-BARVILLE,cany barville,Cany-barville
CAP-D'AIL,cap d'ail,Cap-d'ail
CAPDENAC,capdenac,Capdenac
CAPDENAC-GARE,capdenac gare,Capdenac-gare
CAPENDU,capendu,Capendu
CAPVERN,capvern,Capvern
CARANTILLY,carantilly,Carantilly
CARBONNE,carbonne,Carbonne
CARBUCCIA,carbuccia,Carbuccia
CARCASSONNE,carcassonne,Carcassonne
CARENTAN-LES-MARAIS,carentan les marais,Carentan-les-marais
CARHAIX-PLOUGUER,carhaix plouguer,Carhaix-plouguer
CARIGNAN,carignan,Carignan
CARLING,carling,Carling
CARLY,carly,Carly
CARMAUX,carmaux,Carmaux
CARNOULES,carnoules,Carnoules
CARPENTRAS,carpentras,Carpentras
CARPIQUET,carpiquet,Carpiquet
CARQUEFOU,carquefou,Carquefou
CARRY-LE-ROUET,carry le rouet,Carry-le-rouet
CARTIGNY,cartigny,Cartigny
CARVIN,carvin,Carvin
CASSIS,cassis,Cassis
CASSON,casson,Casson
CASTELJALOUX,casteljaloux,Casteljaloux
CASTELLO-DI-ROSTINO,castello di rostino,Castello-di-rostino
CASTELNAU-D'ESTRETEFONDS,castelnau d'estretefonds,Castelnau-d'estretefonds
CASTELNAU-RIVIERE-BASSE,castelnau riviere basse,Castelnau-riviere-basse
CASTELNAUD-LA-CHAPELLE,castelnaud la chapelle,Castelnaud-la-chapelle
CASTELNAUDARY,castelnaudary,Castelnaudary
CASTELSARRASIN,castelsarrasin,Castelsarrasin
CASTERA-LECTOUROIS,castera lectourois,Castera-lectourois
CASTIFAO,castifao,Castifao
CASTILLON-LA-BATAILLE,castillon la bataille,Castillon-la-bataille
CASTRES,castres,Castres
CATENOY,catenoy,Catenoy
CATTENIERES,cattenieres,Cattenieres
CAUDIES-DE-FENOUILLEDES,caudies de fenouilledes,Caudies-de-fenouilledes
CAUDROT,caudrot,Caudrot
CAUDRY,caudry,Caudry
CAULNES,caulnes,Caulnes
CAUREL,caurel,Caurel
CAUSSADE,caussade,Caussade
CAUSSADE-RIVIERE,caussade riviere,Caussade-riviere
CAVAILLON,cavaillon,Cavaillon
CAVIGNAC,cavignac,Cavignac
CAZERES,cazeres,Cazeres
CAZERES-SUR-L'ADOUR,cazeres sur l'adour,Cazeres-sur-l'adour
CAZOULS-LES-BEZIERS,cazouls les beziers,Cazouls-les-beziers
CEAUCE,ceauce,Ceauce
CEAUX-D'ALLEGRE,ceaux d'allegre,Ceaux-d'allegre
CEINTREY,ceintrey,Ceintrey
CELLES-SUR-DUROLLE,celles sur durolle,Celles-sur-durolle
CELON,celon,Celon
CEMBOING,cemboing,Cemboing
CENON,cenon,Cenon
CEPIE,cepie,Cepie
CERBERE,cerbere,Cerbere
CERCIE,cercie,Cercie
CERCOTTES,cercottes,Cercottes
CERCY-LA-TOUR,cercy la tour,Cercy-la-tour
CERDON,cerdon,Cerdon
CERENCES,cerences,Cerences
CERET,ceret,Ceret
CERGY,cergy,Cergy
CERISY-BELLE-ETOILE,cerisy belle etoile,Cerisy-belle-etoile
CERIZAY,cerizay,Cerizay
CERNAY,cernay,Cernay
CERONS,cerons,Cerons
CERTILLEUX,certilleux,Certilleux
CESSIEU,cessieu,Cessieu
CESSON,cesson,Cesson
CESSON-SEVIGNE,cesson sevigne,Cesson-sevigne
CESSY,cessy,Cessy
CESTAS,cestas,Cestas
CETTE-EYGUN,cette eygun,Cette-eygun
CEVINS,cevins,Cevins
CEYRAS,ceyras,Ceyras
CEYZERIAT,ceyzeriat,Ceyzeriat
CEZY,cezy,Cezy
CHABANAIS,chabanais,Chabanais
CHABONS,chabons,Chabons
CHABRELOCHE,chabreloche,Chabreloche
CHABRIS,chabris,Chabris
CHADENET,chadenet,Chadenet
CHAGNY,chagny,Chagny
CHAHAIGNES,chahaignes,Chahaignes
CHAILLEVETTE,chaillevette,Chaillevette
CHAILLY-EN-BRIE,chailly en brie,Chailly-en-brie
CHAINGY,chaingy,Chaingy
CHALAIS,chalais,Chalais
CHALAMPE,chalampe,Chalampe
CHALANDRAY,chalandray,Chalandray
CHALLANS,challans,Challans
CHALLERANGE,challerange,Challerange
CHALON-SUR-SAONE,chalon sur saone,Chalon-sur-saone
CHALONNES-SUR-LOIRE,chalonnes sur loire,Chalonnes-sur-loire
CHALONS-EN-CHAMPAGNE,chalons en champagne,Chalons-en-champagne
CHALUS,chalus,Chalus
CHAMALIERES,chamalieres,Chamalieres
CHAMALIERES-SUR-LOIRE,chamalieres sur loire,Chamalieres-sur-loire
CHAMARANDE,chamarande,Chamarande
CHAMBARON SUR MORGE,chambaron sur morge,Chambaron Sur Morge
CHAMBERY,chambery,Chambery
CHAMBLET,chamblet,Chamblet
CHAMBLEY-BUSSIERES,chambley bussieres,Chambley-bussieres
CHAMBLY,chambly,Chambly
CHAMBOIS,chambois,Chambois
CHAMBON,chambon,Chambon
CHAMBORIGAUD,chamborigaud,Chamborigaud
CHAMBOST-ALLIERES,chambost allieres,Chambost-allieres
CHAMBOURG-SUR-INDRE,chambourg sur indre,Chambourg-sur-indre
CHAMELET,chamelet,Chamelet
CHAMONIX-MONT-BLANC,chamonix mont blanc,Chamonix-mont-blanc
CHAMOUSSET,chamousset,Chamousset
CHAMPAGNAC-LA-RIVIERE,champagnac la riviere,Champagnac-la-riviere
CHAMPAGNE,champagne,Champagne
CHAMPAGNE-SUR-OISE,champagne sur oise,Champagne-sur-oise
CHAMPAGNE-SUR-SEINE,champagne sur seine,Champagne-sur-seine
CHAMPAGNE-SUR-VINGEANNE,champagne sur vingeanne,Champagne-sur-vingeanne
CHAMPAGNEY,champagney,Champagney
CHAMPAGNOLE,champagnole,Champagnole
CHAMPDIEU,champdieu,Champdieu
CHAMPFLEUR,champfleur,Champfleur
CHAMPIGNEULLES,champigneulles,Champigneulles
CHAMPIGNY,champigny,Champigny
CHAMPIGNY-SUR-MARNE,champigny sur marne,Champigny-sur-marne
CHAMPLAN,champlan,Champlan
CHAMPLITTE,champlitte,Champlitte
CHAMPS-SUR-YONNE,champs sur yonne,Champs-sur-yonne
CHAMPSAC,champsac,Champsac
CHAMPTOCE-SUR-LOIRE,champtoce sur loire,Champtoce-sur-loire
CHAMPVANS,champvans,Champvans
CHANAY,chanay,Chanay
CHANCELADE,chancelade,Chancelade
CHANGIS-SUR-MARNE,changis sur marne,Changis-sur-marne
CHANIERS,chaniers,Chaniers
CHANTEAU,chanteau,Chanteau
CHANTELOUP-LES-VIGNES,chanteloup les vignes,Chanteloup-les-vignes
CHANTENAY-SAINT-IMBERT,chantenay saint imbert,Chantenay-saint-imbert
CHANTEUGES,chanteuges,Chanteuges
CHANTILLAC,chantillac,Chantillac
CHANTILLY,chantilly,Chantilly
CHANTONNAY,chantonnay,Chantonnay
CHANTRAINES,chantraines,Chantraines
CHANVERRIE,chanverrie,Chanverrie
CHAOURSE,chaourse,Chaourse
CHAPONOST,chaponost,Chaponost
CHARBONNIERES-LES-BAINS,charbonnieres les bains,Charbonnieres-les-bains
CHARBONNIERES-LES-VARENNES,charbonnieres les varennes,Charbonnieres-les-varennes
CHARENTON-LE-PONT,charenton le pont,Charenton-le-pont
CHARGEY-LES-GRAY,chargey les gray,Chargey-les-gray
CHARLEVAL,charleval,Charleval
CHARLEVILLE-MEZIERES,charleville mezieres,Charleville-mezieres
CHARLIEU,charlieu,Charlieu
CHARMES,charmes,Charmes
CHARMES-SUR-RHONE,charmes sur rhone,Charmes-sur-rhone
CHARMONT-SOUS-BARBUISE,charmont sous barbuise,Charmont-sous-barbuise
CHARNY OREE DE PUISAYE,charny oree de puisaye,Charny Oree De Puisaye
CHARNY-SUR-MEUSE,charny sur meuse,Charny-sur-meuse
CHARROUX,charroux,Charroux
CHARS,chars,Chars
CHARTRES,chartres,Chartres
CHARTRETTES,chartrettes,Chartrettes
CHARVONNEX,charvonnex,Charvonnex
CHASSAL-MOLINGES,chassal molinges,Chassal-molinges
CHASSE-SUR-RHONE,chasse sur rhone,Chasse-sur-rhone
CHASSENEUIL-DU-POITOU,chasseneuil du poitou,Chasseneuil-du-poitou
CHASSENEUIL-SUR-BONNIEURE,chasseneuil sur bonnieure,Chasseneuil-sur-bonnieure
CHASSIGNY-SOUS-DUN,chassigny sous dun,Chassigny-sous-dun
CHASTEAUX,chasteaux,Chasteaux
CHATEAU-ARNOUX-SAINT-AUBAN,chateau arnoux saint auban,Chateau-arnoux-saint-auban
CHATEAU-CHINON (CAMPAGNE),chateau chinon (campagne),Chateau-chinon (campagne)
CHATEAU-GONTIER-SUR-MAYENNE,chateau gontier sur mayenne,Chateau-gontier-sur-mayenne
CHATEAU-L'EVEQUE,chateau l'eveque,Chateau-l'eveque
CHATEAU-LA-VALLIERE,chateau la valliere,Chateau-la-valliere
CHATEAU-RENARD,chateau renard,Chateau-renard
CHATEAU-RENAULT,chateau renault,Chateau-renault
CHATEAU-SUR-EPTE,chateau sur epte,Chateau-sur-epte
CHATEAU-THIERRY,chateau thierry,Chateau-thierry
CHATEAUBOURG,chateaubourg,Chateaubourg
CHATEAUBRIANT,chateaubriant,Chateaubriant
CHATEAUDUN,chateaudun,Chateaudun
CHATEAULIN,chateaulin,Chateaulin
CHATEAUNEUF-DE-GADAGNE,chateauneuf de gadagne,Chateauneuf-de-gadagne
CHATEAUNEUF-DU-RHONE,chateauneuf du rhone,Chateauneuf-du-rhone
CHATEAUNEUF-SUR-CHARENTE,chateauneuf sur charente,Chateauneuf-sur-charente
CHATEAUNEUF-SUR-CHER,chateauneuf sur cher,Chateauneuf-sur-cher
CHATEAUNEUF-SUR-ISERE,chateauneuf sur isere,Chateauneuf-sur-isere
CHATEAUNEUF-SUR-LOIRE,chateauneuf sur loire,Chateauneuf-sur-loire
CHATEAUPONSAC,chateauponsac,Chateauponsac
CHATEAUROUX,chateauroux,Chateauroux
CHATEAUROUX-LES-ALPES,chateauroux les alpes,Chateauroux-les-alpes
CHATEAUVILLAIN,chateauvillain,Chateauvillain
CHATEL-CENSOIR,chatel censoir,Chatel-censoir
CHATELAILLON-PLAGE,chatelaillon plage,Chatelaillon-plage
CHATELAUDREN-PLOUAGAT,chatelaudren plouagat,Chatelaudren-plouagat
CHATELAY,chatelay,Chatelay
CHATELLERAULT,chatellerault,Chatellerault
CHATENAY-SUR-SEINE,chatenay sur seine,Chatenay-sur-seine
CHATENOIS,chatenois,Chatenois
CHATILLON,chatillon,Chatillon
CHATILLON-EN-VENDELAIS,chatillon en vendelais,Chatillon-en-vendelais
CHATILLON-SUR-CHER,chatillon sur cher,Chatillon-sur-cher
CHATILLON-SUR-INDRE,chatillon sur indre,Chatillon-sur-indre
CHATILLON-SUR-SEINE,chatillon sur seine,Chatillon-sur-seine
CHATIN,chatin,Chatin
CHATRES,chatres,Chatres
CHATRES-SUR-CHER,chatres sur cher,Chatres-sur-cher
CHATTANCOURT,chattancourt,Chattancourt
CHAUDENAY,chaudenay,Chaudenay
CHAUDENEY-SUR-MOSELLE,chaudeney sur moselle,Chaudeney-sur-moselle
CHAUFFAILLES,chauffailles,Chauffailles
CHAULIEU,chaulieu,Chaulieu
CHAULNES,chaulnes,Chaulnes
CHAUMES-EN-RETZ,chaumes en retz,Chaumes-en-retz
CHAUMONT,chaumont,Chaumont
CHAUMONT-EN-VEXIN,chaumont en vexin,Chaumont-en-vexin
CHAUMUSSAY,chaumussay,Chaumussay
CHAUNY,chauny,Chauny
CHAUVENCY-LE-CHATEAU,chauvency le chateau,Chauvency-le-chateau
CHAUVIGNY,chauvigny,Chauvigny
CHAUX-DES-CROTENAY,chaux des crotenay,Chaux-des-crotenay
CHAVANAY,chavanay,Chavanay
CHAVANGES,chavanges,Chavanges
CHAVENON,chavenon,Chavenon
CHAVILLE,chaville,Chaville
CHAZELLES,chazelles,Chazelles
CHAZEY-BONS,chazey bons,Chazey-bons
CHECY,checy,Checy
CHEILLE,cheille,Cheille
CHEILLY-LES-MARANGES,cheilly les maranges,Cheilly-les-maranges
CHELLES,chelles,Chelles
CHEMAZE,chemaze,Chemaze
CHEMILLE-EN-ANJOU,chemille en anjou,Chemille-en-anjou
CHEMILLY-SUR-YONNE,chemilly sur yonne,Chemilly-sur-yonne
CHENEVIERES,chenevieres,Chenevieres
CHENIMENIL,chenimenil,Chenimenil
CHENNEVIERES-SUR-MARNE,chennevieres sur marne,Chennevieres-sur-marne
CHENONCEAUX,chenonceaux,Chenonceaux
CHENU,chenu,Chenu
CHENY,cheny,Cheny
CHEPOIX,chepoix,Chepoix
CHEPPES-LA-PRAIRIE,cheppes la prairie,Cheppes-la-prairie
CHEPY,chepy,Chepy
CHERANCE,cherance,Cherance
CHERBOURG-EN-COTENTIN,cherbourg en cotentin,Cherbourg-en-cotentin
CHERISAY,cherisay,Cherisay
CHERVEUX,cherveux,Cherveux
CHERY,chery,Chery
CHERY-LES-ROZOY,chery les rozoy,Chery-les-rozoy
CHESSY,chessy,Chessy
CHEVAIGNE,chevaigne,Chevaigne
CHEVAL-BLANC,cheval blanc,Cheval-blanc
CHEVILLON,chevillon,Chevillon
CHEVILLY,chevilly,Chevilly
CHEVREMONT,chevremont,Chevremont
CHEVRIER,chevrier,Chevrier
CHEVRIERES,chevrieres,Chevrieres
CHEVRY,chevry,Chevry
CHEZY-SUR-MARNE,chezy sur marne,Chezy-sur-marne
CHIGNIN,chignin,Chignin
CHILLEURS-AUX-BOIS,chilleurs aux bois,Chilleurs-aux-bois
CHILLY-MAZARIN,chilly mazarin,Chilly-mazarin
CHINDRIEUX,chindrieux,Chindrieux
CHINON,chinon,Chinon
CHISSAY-EN-TOURAINE,chissay en touraine,Chissay-en-touraine
CHIVRES-EN-LAONNOIS,chivres en laonnois,Chivres-en-laonnois
CHOCQUES,chocques,Chocques
CHOISY-LA-VICTOIRE,choisy la victoire,Choisy-la-victoire
CHOISY-LE-ROI,choisy le roi,Choisy-le-roi
CHOLET,cholet,Cholet
CHOMERAC,chomerac,Chomerac
CHOOZ,chooz,Chooz
CHORGES,chorges,Chorges
CHOUZE-SUR-LOIRE,chouze sur loire,Chouze-sur-loire
CIER-DE-LUCHON,cier de luchon,Cier-de-luchon
CIEURAC,cieurac,Cieurac
CINQ-MARS-LA-PILE,cinq mars la pile,Cinq-mars-la-pile
CINTEGABELLE,cintegabelle,Cintegabelle
CIRES-LES-MELLO,cires les mello,Cires-les-mello
CIRON,ciron,Ciron
CIRY-LE-NOBLE,ciry le noble,Ciry-le-noble
CIRY-SALSOGNE,ciry salsogne,Ciry-salsogne
CIVAUX,civaux,Civaux
CIVRAY,civray,Civray
CIVRAY-DE-TOURAINE,civray de touraine,Civray-de-touraine
CIVRIEUX-D'AZERGUES,civrieux d'azergues,Civrieux-d'azergues
CIZE,cize,Cize
CLACY-ET-THIERRET,clacy et thierret,Clacy-et-thierret
CLAIRAVAUX,clairavaux,Clairavaux
CLAIROIX,clairoix,Clairoix
CLAMART,clamart,Clamart
CLAMECY,clamecy,Clamecy
CLAVEISOLLES,claveisolles,Claveisolles
CLEF VALLEE D'EURE,clef vallee d'eure,Clef Vallee D'eure
CLELLES,clelles,Clelles
CLERAC,clerac,Clerac
CLERES,cleres,Cleres
CLEREY,clerey,Clerey
CLEREY-SUR-BRENON,clerey sur brenon,Clerey-sur-brenon
CLERMONT,clermont,Clermont
CLERMONT-DESSOUS,clermont dessous,Clermont-dessous
CLERMONT-EN-ARGONNE,clermont en argonne,Clermont-en-argonne
CLERMONT-FERRAND,clermont ferrand,Clermont-ferrand
CLERMONT-L'HERAULT,clermont l'herault,Clermont-l'herault
CLERMONT-LES-FERMES,clermont les fermes,Clermont-les-fermes
CLESSE,clesse,Clesse
CLEVILLIERS,clevilliers,Clevilliers
CLICHY,clichy,Clichy
CLION,clion,Clion
CLISSON,clisson,Clisson
CLONAS-SUR-VAREZE,clonas sur vareze,Clonas-sur-vareze
CLOYES-LES-TROIS-RIVIERES,cloyes les trois rivieres,Cloyes-les-trois-rivieres
CLUSES,cluses,Cluses
COARRAZE,coarraze,Coarraze
COCHEREN,cocheren,Cocheren
COEX,coex,Coex
COGNAC,cognac,Cognac
COGNIERES,cognieres,Cognieres
COGNIN,cognin,Cognin
COIGNIERES,coignieres,Coignieres
COLAYRAC-SAINT-CIRQ,colayrac saint cirq,Colayrac-saint-cirq
COLIGNY,coligny,Coligny
COLLANDRES-QUINCARNON,collandres quincarnon,Collandres-quincarnon
COLLERET,colleret,Colleret
COLLEVILLE,colleville,Colleville
COLLIOURE,collioure,Collioure
COLLONGES,collonges,Collonges
COLLONGES-AU-MONT-D'OR,collonges au mont d'or,Collonges-au-mont-d'or
COLLONGES-ET-PREMIERES,collonges et premieres,Collonges-et-premieres
COLLONGES-SOUS-SALEVE,collonges sous saleve,Collonges-sous-saleve
COLMAR,colmar,Colmar
COLMIER-LE-BAS,colmier le bas,Colmier-le-bas
COLOMBES,colombes,Colombes
COLOMBIER,colombier,Colombier
COLOMBIER-FONTAINE,colombier fontaine,Colombier-fontaine
COLOMBIER-SAUGNIEU,colombier saugnieu,Colombier-saugnieu
COLOMBIERES-SUR-ORB,colombieres sur orb,Colombieres-sur-orb
COLOMBIERS,colombiers,Colombiers
COLOMIERS,colomiers,Colomiers
COLROY-LA-ROCHE,colroy la roche,Colroy-la-roche
COLTAINVILLE,coltainville,Coltainville
COMBOURG,combourg,Combourg
COMBREUX,combreux,Combreux
COMBS-LA-VILLE,combs la ville,Combs-la-ville
COMINES,comines,Comines
COMMENTRY,commentry,Commentry
COMMEQUIERS,commequiers,Commequiers
COMMER,commer,Commer
COMMERCY,commercy,Commercy
COMMUNE NOUVELLE D'ARROU,commune nouvelle d'arrou,Commune Nouvelle D'arrou
COMPANS,compans,Compans
COMPERTRIX,compertrix,Compertrix
COMPIEGNE,compiegne,Compiegne
CONCARNEAU,concarneau,Concarneau
CONCHES-EN-OUCHE,conches en ouche,Conches-en-ouche
CONCHIL-LE-TEMPLE,conchil le temple,Conchil-le-temple
CONCREMIERS,concremiers,Concremiers
CONDE-EN-BRIE,conde en brie,Conde-en-brie
CONDE-EN-NORMANDIE,conde en normandie,Conde-en-normandie
CONDE-SUR-RISLE,conde sur risle,Conde-sur-risle
CONDE-SUR-VIRE,conde sur vire,Conde-sur-vire
CONDOM,condom,Condom
CONDRIEU,condrieu,Condrieu
CONFLANS-SAINTE-HONORINE,conflans sainte honorine,Conflans-sainte-honorine
CONFLANS-SUR-LANTERNE,conflans sur lanterne,Conflans-sur-lanterne
CONILHAC-CORBIERES,conilhac corbieres,Conilhac-corbieres
CONLIE,conlie,Conlie
CONNANTRE,connantre,Connantre
CONS-LA-GRANDVILLE,cons la grandville,Cons-la-grandville
CONTEVILLE,conteville,Conteville
CONTREXEVILLE,contrexeville,Contrexeville
COOLUS,coolus,Coolus
CORBARA,corbara,Corbara
CORBEHEM,corbehem,Corbehem
